Id,Open Date,City,City Group,Type,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,revenue
2566,09/01/2001,İstanbul,Big Cities,FC,3,4,4,4,1,5,5,5,5,5,1,5,5,1,0,0,0,0,1,3,1,2,1,0,0,0,2,2,3,0,0,0,2,0,0,0,3,4726737.593
2567,05/01/2013,Çorum,Other,FC,3,4,4,3,2,1,3,5,5,5,3,5,5,0,0,0,0,0,5,1,3,3,5,0,0,0,0,2,3,0,0,0,0,0,0,0,0,3088242.942
2568,02/07/2007,İstanbul,Big Cities,FC,3,5,4,4,1,4,5,5,5,5,4,5,5,0,0,0,0,0,4,2,1,2,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5277770.553
2569,03/05/1996,İstanbul,Big Cities,IL,5,5,4,4,1,2,5,5,4,5,1,3,5,0,2,4,0,4,4,5,1,5,1,1,4,1,0,5,1,5,2,0,0,3,0,0,0,5411099.51
2570,05/01/1997,Edirne,Other,IL,2,4,4,4,2,2,5,2,4,4,5,3,5,4,2,3,1,4,1,3,2,1,1,1,3,2,2,2,2,3,3,0,3,3,4,3,4,4657775.881
2571,02/09/2010,Adana,Other,IL,12,7.5,6,4,4,4,10,4,8,8,10,4,6,15,10,15,15,0,25,15,12,3,25,6,6,7.5,0,5,5,0,3,0,4,18,0,20,0,3786767.177
2572,03/02/1998,Niğde,Other,FC,3,3,4,4,2,2,5,5,5,5,3,5,5,3,5,5,3,4,3,5,2,1,4,3,4,3,0,2,3,5,1,0,2,5,5,5,2,4355352.771
2573,07/14/2000,Edirne,Other,IL,1,2,4,3,2,2,5,4,5,5,4,4,5,0,0,0,0,1,1,1,1,1,4,5,1,0,5,2,3,0,0,5,0,2,4,3,0,5297089.471
2574,06/06/2007,İstanbul,Big Cities,FC,4,5,4,4,1,5,5,5,5,5,4,5,5,3,0,4,4,0,3,5,3,5,2,0,4,0,0,4,2,0,1,0,0,0,5,0,2,4991496.485
2575,09/10/1998,İstanbul,Big Cities,DT,5,4,4,4,2,2,5,5,5,4,2,3,4,0,0,0,0,0,5,5,1,3,3,0,0,0,0,4,1,0,0,0,0,0,0,0,0,4798735.53
2576,07/12/2013,Mersin,Other,FC,2,3,4,4,2,3,5,5,5,4,5,4,5,0,0,0,0,0,3,5,1,4,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,2984561.987
2577,03/26/2005,Mersin,Other,IL,4,5,4,5,2,2,5,5,4,5,4,4,5,2,2,0,0,4,3,4,1,3,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,4449201.9
2578,02/19/2004,Ankara,Big Cities,FC,2,5,4,4,2,4,1,5,5,5,1,5,5,0,0,0,2,0,1,1,1,2,1,0,0,0,0,2,3,0,0,5,3,0,0,4,3,4761034.69
2579,11/26/2010,İstanbul,Big Cities,IL,5,5,4,4,2,3,5,5,5,5,3,4,5,5,0,0,1,0,4,2,2,3,3,0,0,0,0,4,2,0,0,0,0,2,0,0,0,4859946.726
2580,11/22/2009,İstanbul,Big Cities,FC,4,5,4,5,2,2,5,5,5,5,3,5,5,0,0,3,0,0,4,2,1,2,3,0,0,0,0,2,3,0,0,0,0,0,0,0,0,4820388.272
2581,10/30/2013,Antalya,Other,FC,3,4,4,4,4,1,10,4,10,5,3,5,5,0,0,0,0,0,5,5,1,3,5,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1771404.078
2582,01/16/2009,Kırklareli,Other,IL,9,5,4,4,1,2,5,4,5,5,2,5,5,3,3,5,3,4,4,5,3,3,5,3,3,3,4,3,2,0,0,4,2,4,4,5,1,4208503.177
2583,06/16/2012,İstanbul,Big Cities,FC,2,2,4,4,2,2,1,5,4,4,2,4,5,0,0,0,0,0,4,1,1,1,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,3541407.334
2584,02/19/2004,İstanbul,Big Cities,FC,2,5,4,4,2,3,5,5,4,5,2,5,5,0,0,0,0,0,5,1,1,2,1,0,0,0,0,4,3,5,0,0,0,0,0,0,0,6319644.183
2585,01/20/2012,İstanbul,Big Cities,IL,15,7.5,6,7.5,4,10,10,10,8,8,10,6,6,15,8,12,9,9,25,15,15,5,5,10,4,10,2.5,12.5,7.5,20,3,10,2,18,12,12,4,3485846.355
2586,07/04/2011,Aydın,Other,IL,12,7.5,6,6,2,4,10,6,8,10,2,8,7.5,0,0,0,0,0,15,15,12,5,25,0,0,0,0,10,2.5,0,0,0,0,0,0,0,0,4167780.115
2587,08/20/2011,Diyarbakır,Other,FC,3,4,4,4,1,3,5,5,5,5,1,5,5,0,0,0,0,0,1,3,2,3,3,0,0,0,0,2,3,0,0,0,0,0,0,0,0,2808464.654
2588,10/18/2012,İstanbul,Big Cities,FC,4,5,4,5,1,2,5,5,4,5,1,5,5,0,0,3,0,4,5,5,2,5,3,0,0,2,0,5,1,0,0,0,0,4,0,0,0,3397175.221
2589,10/30/2013,Manisa,Other,FC,3,4,4,4,2,2,5,4,5,5,1,5,5,0,0,0,0,0,1,5,1,3,5,0,0,0,0,2,3,0,0,0,0,0,0,4,0,2383547.473
2590,11/29/2008,Tekirdağ,Other,FC,2,3,6,4,1,3,5,4,5,4,3,5,4,9,2,0,0,0,3,4,1,3,3,0,0,0,2,2,3,5,1,2,3,0,0,0,0,3696937.632
2591,02/09/2010,İstanbul,Big Cities,IL,4,5,4,4,2,3,5,5,5,5,2,5,5,0,2,4,2,4,5,1,1,1,1,3,3,3,4,2,2,5,5,4,0,4,0,4,2,5193368.526
2592,04/12/2013,Ankara,Big Cities,IL,3,5,4,5,4,1,5,4,4,4,2,4,4,3,5,0,3,4,3,5,2,3,1,3,3,0,1,4,3,5,4,0,0,4,4,5,3,2728672.563
2593,07/15/2013,Antalya,Other,FC,2,2,4,4,2,3,2,4,8,5,10,4,6,0,0,0,0,0,10,12,6,2,10,0,0,0,0,2,7.5,0,0,0,0,0,0,0,0,2578144.74
2594,08/13/2011,İstanbul,Big Cities,FC,1,2,3,4,2,2,1,4,4,5,4,4,5,0,0,0,0,0,1,1,1,1,1,0,5,0,0,1,3,0,0,0,0,0,4,0,3,4089364.412
2595,05/01/2010,İstanbul,Big Cities,FC,4,5,4,5,2,2,5,4,4,5,4,5,5,0,0,0,0,0,3,4,3,2,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,4762220.33
2596,05/18/2011,Balıkesir,Other,FC,3,4,4,4,2,2,1,4,5,5,3,5,5,0,0,0,0,0,3,4,1,1,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,3332126.926
2597,09/19/2009,Erzurum,Other,IL,12,5,4,4,4,3,10,4,4,5,4,4,7.5,3,0,0,4,4,3,5,2,3,15,0,4,4,5,3,3,4,1,2,3,4,4,3,4,4691274.798
2598,04/22/2008,Hatay,Other,FC,2,4,4,3,1,2,3,5,5,5,5,5,5,0,0,0,0,0,4,1,1,2,4,0,0,0,0,2,3,0,0,0,0,0,0,0,0,3412877.034
2599,11/21/2009,İstanbul,Big Cities,FC,3,4,4,4,2,5,5,5,5,5,1,5,5,1,2,2,1,5,2,1,1,1,1,2,0,2,5,2,3,1,1,1,2,3,4,3,3,4043830.212
2600,07/04/2009,Aydın,Other,IL,3,2,4,3,1,2,1,5,10,5,2,5,5,3,4,3,3,3,2,2,1,2,1,5,5,5,2,2,7.5,3,0,5,3,4,4,0,3,3783470.309
2601,02/15/2010,Diyarbakır,Other,IL,4,5,4,5,3,2,5,4,4,4,5,3,5,0,5,5,3,5,5,5,5,5,5,2,2,2,1,5,0,0,5,5,4,4,0,5,3,4287149.992
2602,06/06/2013,Kocaeli,Other,FC,4,5,4,5,1,3,5,4,5,4,3,5,4,2,0,3,0,4,3,3,1,2,2,0,1,0,0,2,3,0,3,0,0,3,4,0,0,2820954.232
2603,10/28/2008,Kars,Other,IL,3,5,4,5,3,3,5,4,5,5,4,5,5,3,0,5,4,5,1,3,1,3,3,5,5,3,4,1,3,5,2,3,3,0,1,5,1,3769207.821
2604,11/17/2009,İstanbul,Big Cities,FC,5,5,3,4,2,4,5,4,4,5,3,3,5,4,2,0,4,3,4,5,1,1,1,3,0,0,5,2,3,4,5,0,3,0,4,3,0,5744653.269
2605,02/19/2010,Mersin,Other,FC,6,6,6,7.5,6,2,10,10,10,10,4,5,5,0,0,0,0,0,25,6,1,1,5,0,0,0,0,2.5,3,0,0,0,0,0,0,0,0,4562173.71
2606,03/16/2006,Adana,Other,IL,3,5,5,3,1,4,5,4,5,5,3,5,5,1,2,0,1,4,2,5,2,4,3,3,2,3,1,3,3,3,5,5,3,3,4,3,4,3701538.561
2607,06/26/2010,Antalya,Other,FC,1,1,4,4,2,1,1,4,4,4,4,5,5,0,0,0,0,0,2,3,1,1,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,3161448.301
2608,03/24/2009,Ankara,Big Cities,FC,2,3,4,4,2,2,5,4,5,5,4,5,5,2,3,4,3,4,4,4,2,1,4,1,3,1,4,2,3,4,1,3,1,3,4,3,1,4390954.365
2609,03/05/1996,Giresun,Other,IL,2,2,6,6,2,10,5,4,5,5,3,5,5,0,2,0,1,0,4,4,1,2,2,1,10,12.5,0,2,3,0,0,0,4,0,0,3,0,4104730.438
2610,02/11/1998,İstanbul,Big Cities,IL,4,5,4,4,2,2,5,4,4,5,3,5,3,5,3,4,2,5,4,5,3,1,4,5,5,1,2,3,2,5,1,5,3,4,5,5,3,6535479.727
2611,01/26/2012,Erzincan,Other,IL,6,4.5,4,7.5,6,2,5,8,4,10,10,6,7.5,15,4,15,1,3,2,5,6,3,20,2,2,2.5,2.5,5,7.5,15,9,15,2,24,12,3,2,3558252.201
2612,04/14/2010,Kars,Other,FC,4,5,3,4,2,2,5,5,5,5,4,5,5,0,5,0,3,4,5,2,1,1,1,4,4,0,5,2,3,0,0,0,0,0,4,0,0,4393266.022
2613,04/22/2010,İstanbul,Big Cities,FC,4,5,4,5,2,5,5,4,4,5,2,4,5,0,0,0,0,0,5,5,3,3,2,0,0,0,0,4,3,0,0,0,0,0,0,0,0,4193906.705
2614,06/05/2012,Tekirdağ,Other,FC,4,3,5,3,1,3,2,5,4,5,2,5,5,2,2,0,2,0,2,5,1,1,1,0,0,0,0,2,2,0,0,4,0,4,0,0,0,3278054.596
2615,04/26/2013,İstanbul,Big Cities,FC,3,4,3,4,2,2,5,4,4,5,5,4,5,0,0,0,0,0,3,5,1,1,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3329815.797
2616,12/28/2011,Giresun,Other,IL,5,2,4,4,1,3,5,4,4,4,3,4,5,0,4,4,4,0,5,5,2,2,2,0,3,0,4,5,2,5,0,0,0,0,0,0,4,3901829.295
2617,08/07/2013,Ankara,Big Cities,FC,6,4.5,6,6,2,2,5,6,8,8,10,6,6,0,0,0,0,0,10,12,6,2,10,0,0,0,0,5,7.5,0,0,0,0,0,0,0,0,3262213.44
2618,06/01/2012,Antalya,Other,DT,4,3,4,4,2,4,5,4,5,5,3,5,5,1,2,4,0,0,5,3,1,2,5,0,4,0,5,2,2,0,5,5,0,4,5,0,0,3494296.148
2619,02/09/2010,İstanbul,Big Cities,IL,12,5,4,4,3,3,5,4,5,5,6,5,5,2,2,3,2,4,5,3,1,3,5,3,3,3,0,2,2,5,5,4,2,3,5,0,3,3938063.974
2620,10/18/2012,İstanbul,Big Cities,FC,2,5,4,4,1,3,5,5,5,5,2,5,4,0,0,0,0,0,3,5,2,5,3,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3462013.262
2621,03/15/2011,Ordu,Other,IL,4,5,4,4,2,2,5,5,4,4,1,5,4,3,2,4,2,3,4,5,3,2,1,3,4,3,5,3,3,5,1,2,2,4,1,4,3,4996775.639
2622,11/19/2009,Sakarya,Other,IL,3,4,4.5,4.5,4,2,6,5,10,10,1,10,7.5,0,0,0,0,0,5,3,3,1,5,0,0,0,0,2.5,7.5,0,0,0,0,0,0,0,0,3456708.132
2623,11/29/2007,Edirne,Other,FC,4,4,5,4,2,4,5,5,5,5,2,5,5,0,0,0,0,0,5,5,3,1,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,5181638.763
2624,12/30/2011,İstanbul,Big Cities,FC,6,5,4,4,2,2,5,8,8,4,5,4,4,0,0,0,0,0,5,5,4,4,5,0,0,0,0,7.5,1,0,9,0,0,0,0,0,0,4505456.277
2625,07/17/2009,İstanbul,Big Cities,IL,4,5,3,5,2,2,5,5,5,5,1,5,5,3,2,3,3,4,3,4,1,2,1,1,0,1,3,2,3,5,0,3,4,4,4,3,4,4453335.893
2626,04/18/2006,Eskişehir,Other,IL,4,2,4,4,1,5,5,5,5,5,1,5,5,2,1,0,1,1,1,3,1,5,1,2,1,0,5,1,3,0,0,0,3,2,0,2,0,3162074.914
2627,07/14/2000,Ankara,Big Cities,IL,2,5,4,4,2,1,1,5,4,5,2,4,5,1,0,1,1,1,2,3,1,1,1,1,0,1,1,1,2,2,1,5,2,2,4,3,0,6051178.266
2628,08/02/2011,Malatya,Other,IL,3,4,4,4,2,2,5,4,5,5,1,4,5,0,0,0,0,0,2,1,1,1,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,3341238.103
2629,11/25/2008,İstanbul,Big Cities,IL,3,5,4,4,2,3,5,4,5,5,3,5,5,0,4,0,5,0,3,5,2,5,5,1,4,1,0,3,3,0,1,0,0,0,4,4,0,4031498.354
2630,08/20/2004,Diyarbakır,Other,IL,4,4,4,4,2,2,5,4,5,5,2,5,5,3,5,4,4,5,5,5,4,3,2,4,4,4,4,4,2,4,1,3,2,3,4,4,2,4246524.597
2631,10/25/2013,İstanbul,Big Cities,FC,4,7.5,6,6,4,6,10,8,8,8,10,6,6,0,0,3,0,0,25,15,15,3,5,0,0,0,0,12.5,2.5,0,0,0,0,0,0,0,0,3062088.384
2632,10/15/2011,Kırıkkale,Other,FC,2,3,4,4,2,3,5,5,5,5,2,5,5,0,0,0,0,0,1,3,1,2,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3116325.307
2633,01/16/2009,Antalya,Other,IL,1,5,4,4,1,2,5,4,5,4,5,5,5,2,3,4,2,0,4,2,5,1,2,2,3,0,0,5,3,0,1,5,0,4,4,0,0,5161296.455
2634,08/22/2004,İstanbul,Big Cities,FC,4,5,4,4,2,2,5,4,4,5,5,4,5,0,0,0,0,0,3,5,1,4,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5367763.35
2635,11/02/2000,İstanbul,Big Cities,FC,2,4,3,4,2,3,5,4,5,5,3,5,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,6835124.409
2636,12/16/2009,İstanbul,Big Cities,IL,3,2,4,4,2,2,5,3,4,5,5,5,5,3,4,3,2,3,4,5,5,4,5,5,5,3,2,5,1,3,5,5,3,0,0,5,1,4005151.721
2637,02/21/2013,İstanbul,Big Cities,IL,3,4,4,4,2,2,2,4,5,5,1,5,5,0,0,0,0,0,2,3,1,1,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,2971070.827
2638,03/07/2011,İstanbul,Big Cities,FC,4,5,5,5,1,2,5,5,5,5,1,5,5,3,0,3,2,3,5,1,2,3,2,0,0,3,4,2,1,4,5,0,3,0,4,3,0,4216511.101
2639,12/17/2010,Ankara,Big Cities,FC,3,4,4,5,2,2,5,4,4,5,2,4,5,1,0,5,0,4,5,1,2,2,2,2,0,0,1,3,3,5,4,4,0,0,4,0,0,4540799.243
2640,06/18/2007,İstanbul,Big Cities,FC,3,3,4,4,1,3,5,5,5,5,6,5,5,0,0,0,0,0,3,3,2,1,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,3839535.557
2641,05/02/2013,İstanbul,Big Cities,FC,2,2,4,4,1,2,5,5,5,5,1,5,5,0,0,0,0,0,2,1,1,2,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,2700582.11
2642,01/04/2014,İstanbul,Big Cities,FC,4,5,4,4,2,5,5,5,4,5,2,5,4,0,0,0,0,0,5,4,1,3,4,0,0,0,0,2,3,0,0,0,0,0,0,0,0,2537853.479
2643,07/23/2011,Balıkesir,Other,FC,4,4,4,5,5,3,5,4,5,4,3,5,5,0,0,0,0,0,3,4,1,3,5,0,0,0,3,2,3,0,0,0,0,0,5,0,0,3127841.76
2644,08/02/1995,İstanbul,Big Cities,IL,2,3,4,5,2,2,5,1,4,5,4,2,5,2,3,4,3,4,3,5,2,1,4,3,3,1,4,3,2,5,1,3,1,3,4,3,1,5180225.642
2645,11/05/2011,Balıkesir,Other,FC,3,1,5,4,2,4,5,5,4,5,2,3,5,0,4,4,0,4,5,2,1,1,2,0,0,2,0,2,3,0,0,0,0,0,1,0,0,3483169.509
2646,03/06/2009,Erzincan,Other,FC,6,4,4,5,1,3,10,5,5,5,2,5,5,6,0,0,3,0,1,1,1,2,2,0,0,0,2.5,2,3,0,9,0,0,0,12,0,0,3190603.031
2647,04/01/2000,İstanbul,Big Cities,FC,4,5,4,4,2,2,5,4,4,4,4,4,4,0,0,0,0,0,5,5,2,2,2,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7359835.292
2648,02/29/2012,Antalya,Other,FC,4,4,4,5,2,2,5,4,5,10,4,5,5,0,3,0,0,0,3,4,5,5,2,0,0,0,0,1,0,0,0,0,0,0,4,0,0,2859917.45
2649,04/21/2007,Konya,Other,FC,5,7.5,6,6,1,2,5,4,4,4,5,4,4,0,0,0,0,0,4,5,2,2,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4439643.395
2650,05/18/2011,İzmir,Big Cities,IL,3,5,4,4,1,4,5,5,5,5,1,5,5,0,0,0,3,0,5,4,2,2,3,0,0,0,0,2,3,5,0,0,0,0,4,0,0,4268758.667
2651,06/13/2006,Muğla,Other,IL,12,2,6,4,3,3,2,5,5,10,3,5,7.5,1,4,3,3,12,20,15,1,2,3,2,5,3,2.5,1,2,25,3,15,1,2,4,2,6,3658242.587
2652,11/26/2010,İstanbul,Big Cities,IL,4,5,5,4,1,3,5,3,4,5,5,4,4,3,0,2,0,0,4,5,3,4,1,5,0,0,0,4,2,5,0,0,0,0,4,4,0,3851809.596
2653,02/16/2007,Balıkesir,Other,FC,3,5,4,3,2,4,5,4,5,5,5,5,5,0,0,5,0,0,2,5,1,5,4,0,4,0,0,5,3,0,0,0,0,0,0,0,0,4538384.761
2654,12/07/2004,İstanbul,Big Cities,IL,4,5,4,4,2,2,5,4,5,4,4,4,3,0,0,0,0,0,5,5,3,2,4,0,0,0,0,4,1,0,0,0,0,0,0,0,0,6983250.205
2655,03/15/2011,İstanbul,Big Cities,IL,4,5,4,4,2,3,5,5,4,4,3,4,4,3,4,4,2,5,4,5,3,2,1,3,4,3,5,3,3,5,0,4,2,3,1,4,3,4997139.218
2656,03/05/2012,Ankara,Big Cities,IL,15,6,6,7.5,4,10,10,6,10,8,4,10,6,0,0,12,0,0,25,6,9,5,20,0,10,0,0,2.5,7.5,20,0,10,0,24,0,0,0,3752183.766
2657,04/17/2009,İstanbul,Big Cities,FC,4,7.5,4,4,4,3,5,5,5,5,4,5,5,0,4,5,4,5,5,15,15,3,5,5,0,0,0,4,2.5,0,0,3,3,5,0,0,0,5066278.221
2658,06/01/2009,Muğla,Other,IL,3,3,4,6,1,4,5,6,8,10,10,5,7.5,3,0,0,0,0,15,5,12,4,5,0,5,0,3,3,2.5,0,0,0,2,5,5,0,0,3616107.804
2659,01/31/2012,Ankara,Big Cities,FC,3,7.5,4,7.5,1,3,5,4,8,5,5,4,5,9,0,0,6,0,25,5,2,3,5,0,0,0,0,3,7.5,0,0,0,0,18,0,0,0,4089292.522
2660,12/02/2007,Aydın,Other,FC,2,4,4,4,1,2,5,10,5,10,1,5,7.5,9,0,0,0,12,2,1,1,1,25,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3511975.999
2661,02/01/2012,Kocaeli,Other,IL,15,4,4.5,6,4,4,10,10,10,10,4,10,7.5,6,2,6,3,12,20,3,3,2,5,6,6,7.5,12.5,1,7.5,10,6,10,4,0,12,12,6,3602867.731
2662,03/18/2007,Kocaeli,Other,IL,3,3,4,4,1,2,5,4,5,5,3,5,5,3,0,5,3,0,3,1,1,1,4,3,4,3,5,1,3,5,1,3,0,5,5,5,0,3900293.598
2663,06/17/2010,İzmir,Big Cities,IL,4,5,2,4,1,5,5,4,4,5,3,5,5,4,4,0,0,0,4,3,2,1,1,0,2,0,0,2,3,0,0,0,0,0,0,0,0,5155737.41
2664,11/04/2011,Ankara,Big Cities,FC,4,5,4,4,1,2,5,5,5,5,2,5,5,0,0,0,0,0,3,4,1,5,3,0,0,0,0,2,3,0,0,0,0,0,0,0,0,4060852.055
2665,05/07/2010,İstanbul,Big Cities,IL,2,7.5,6,3,1,2,10,3,8,8,8,2,3,0,4,3,0,0,15,15,1,3,1,0,2,0,4,2,3,0,0,3,2,0,4,5,0,3315157.621
2666,02/19/2004,İstanbul,Big Cities,FC,2,5,4,4,2,2,5,4,5,5,1,5,5,0,0,0,0,0,1,1,1,2,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5446115.252
2667,04/12/2013,İstanbul,Big Cities,IL,2,5,4,5,3,1,1,4,5,5,2,5,5,0,0,0,0,0,3,3,2,2,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,2617272.474
2668,12/23/2011,Ankara,Big Cities,IL,3,5,4,4,2,2,5,4,5,5,2,5,5,0,2,0,0,0,1,5,1,1,3,0,0,0,3,2,3,5,1,0,0,4,1,0,1,5469084.505
2669,04/13/2007,İstanbul,Big Cities,FC,4,5,4,6,2,6,10,5,10,10,2,10,7.5,0,0,3,1,4,10,3,6,5,3,0,1,2,3,3,3,5,3,3,0,0,0,0,0,4035451.788
2670,10/14/2013,Muğla,Other,FC,2,4,4,3,2,2,5,4,5,5,5,5,5,0,0,0,0,0,4,5,3,2,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,2541516.221
2671,09/28/2010,Bursa,Other,FC,2,3,4,4,2,5,5,5,4,5,2,4,4,0,0,0,0,0,2,3,1,1,1,0,0,5,0,1,3,0,0,0,0,0,4,0,0,3973048.765
2672,01/15/2013,Kırıkkale,Other,FC,1,3,4,6,1,1,1,5,5,5,1,5,5,0,4,12,0,0,1,2,1,1,1,0,0,0,0,2,3,25,0,0,4,0,0,0,0,2895346.55
2673,11/22/2007,İstanbul,Big Cities,FC,4,6,6,6,2,6,10,10,5,5,1,10,7.5,0,0,0,0,0,5,4,3,1,5,0,0,0,0,5,7.5,0,0,0,0,0,0,0,0,7209321.044
2674,06/04/1996,Ankara,Big Cities,IL,2,4,5,4,2,2,5,5,5,5,3,5,5,0,1,0,0,0,5,1,4,1,5,0,1,1,3,4,1,0,0,0,2,3,4,3,0,4678698.04
2675,02/26/1998,İstanbul,Big Cities,IL,9,5,6,6,4,6,10,8,4,10,6,10,7.5,0,0,0,0,0,3,12,6,4,15,0,0,0,0,10,5,0,0,0,0,0,0,0,0,5593108.686
2676,08/01/2010,Tekirdağ,Other,FC,4,5,4,4,1,5,5,4,5,5,3,5,5,0,0,0,0,0,1,5,2,4,1,0,0,0,0,5,3,0,0,0,0,0,0,0,0,4706658.614
2677,03/18/2011,Ankara,Big Cities,IL,3,4,4,4,2,2,5,4,4,4,5,4,5,0,0,0,0,0,5,5,3,2,1,0,0,0,0,5,2,0,0,0,0,0,0,0,0,4224079.657
2678,08/01/2000,Bursa,Other,IL,3,4,4,4,1,2,5,4,5,5,1,5,5,3,5,4,0,5,5,5,4,3,4,0,4,0,4,2,1,4,1,3,0,0,0,5,2,5395981.531
2679,10/21/2011,İstanbul,Big Cities,FC,4,5,4,4,2,2,5,4,5,5,3,4,3,2,3,2,2,5,3,5,3,5,4,1,4,1,0,2,1,0,0,0,3,0,5,4,3,4350765.391
2680,07/12/2012,Adana,Other,FC,2,3,4,3,1,4,5,5,5,8,3,5,5,0,0,0,0,0,1,2,1,1,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,3488968.879
2681,08/13/2011,Trabzon,Other,FC,3,5,4,4,2,1,1,4,5,5,4,5,5,0,0,0,0,0,3,1,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4660975.531
2682,06/27/2007,İstanbul,Big Cities,FC,3,4,4,4,2,2,5,5,5,4,3,4,5,0,0,0,0,0,5,1,4,3,1,0,0,2,4,2,3,1,0,0,0,0,0,0,0,3623342.617
2683,06/01/2010,Manisa,Other,IL,4,4,4,4,1,2,5,4,5,5,2,5,5,3,0,4,0,0,5,5,1,3,3,5,5,0,0,2,3,0,3,4,1,0,0,3,1,3565923.455
2684,03/28/2009,İzmir,Big Cities,IL,2,3,4,3,2,1,4,3,4,5,3,5,5,3,2,3,1,3,2,4,2,2,1,5,5,5,3,2,3,3,1,4,2,3,4,3,3,4023007.967
2685,12/23/2012,İstanbul,Big Cities,FC,3,5,3,4,2,1,4,4,5,4,3,4,4,3,4,4,4,0,3,5,1,1,2,2,3,2,4,2,2,0,0,0,0,0,0,5,0,3085469.598
2686,12/11/2012,Balıkesir,Other,IL,4,5,4,4,2,3,5,4,4,4,3,5,5,3,0,4,3,0,3,4,4,5,5,5,0,2,3,5,2,0,2,0,0,0,5,4,0,3202466.715
2687,07/23/2011,Mersin,Other,IL,2,1,5,3,5,1,1,5,5,5,1,5,5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2853605.599
2688,08/20/2004,İstanbul,Big Cities,IL,4,5,5,3,1,5,5,5,5,5,2,5,5,1,2,4,1,3,4,5,4,5,2,1,2,2,2,4,2,5,2,4,2,2,4,4,3,5460638.804
2689,03/17/2007,İstanbul,Big Cities,IL,2,3,4,4,3,2,5,5,5,5,2,6,5,3,2,2,0,3,5,1,1,5,2,0,3,5,1,5,1,2,4,4,0,4,5,4,4,4423885.545
2690,09/19/2009,İstanbul,Big Cities,IL,3,5,4,4,1,3,5,4,4,4,4,4,5,2,4,4,4,5,3,5,2,3,3,1,4,4,5,3,1,4,3,5,3,4,5,3,4,4501574.754
2691,02/26/1998,İstanbul,Big Cities,IL,2,2,4.5,4,4,6,10,4,4,5,3,4,7.5,0,0,0,0,0,1,12,1,1,1,0,0,0,0,7.5,5,0,0,0,0,0,0,0,0,5100945.012
2692,04/09/2011,İstanbul,Big Cities,FC,12,7.5,4.5,6,4,2,5,6,8,8,6,6,5,0,0,0,0,0,20,12,9,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4518589.428
2693,06/01/2010,İstanbul,Big Cities,IL,2,5,4,4,2,2,5,4,4,5,3,5,5,0,0,4,3,1,5,5,3,1,1,5,5,5,0,2,3,3,3,4,1,1,4,0,1,5197691.543
2694,04/22/2010,İzmir,Big Cities,IL,4,4,4,4,1,2,5,4,5,5,3,5,5,12,4,4,0,3,10,5,3,4,2,5,5,12.5,0,3,3,15,15,4,1,0,0,3,1,3974115.207
2695,11/01/2007,İstanbul,Big Cities,IL,4,5,4,5,1,3,5,4,5,5,3,5,5,0,5,0,0,4,5,5,2,1,1,5,0,0,1,5,3,3,5,2,0,0,0,0,0,6753634.995
2696,01/14/2011,Mersin,Other,IL,4,7.5,6,6,4,4,10,10,10,10,4,10,7.5,9,8,12,12,12,25,15,3,4,25,6,8,0,2.5,10,7.5,20,12,20,0,18,12,0,2,3797111.558
2697,01/15/2013,Kocaeli,Other,FC,4,2,4,4,1,1,5,5,5,5,1,5,4,1,2,2,1,0,5,2,2,1,1,5,0,0,0,4,3,0,1,1,0,0,0,0,5,3101070.923
